Wall time,Step,Value
1674430879.5862615,212992,604.0419311523438
1674430880.246979,215040,609.5460815429688
1674430880.8957422,217088,612.2469482421875
1674430881.5582454,219136,612.2469482421875
1674430882.2383983,221184,612.2469482421875
1674430882.862994,223232,612.2469482421875
1674430883.4877996,225280,614.82421875
1674430884.0506518,227328,620.26220703125
1674430884.6050315,229376,620.26220703125
1674430885.210428,231424,622.9344482421875
1674430885.8219361,233472,622.9344482421875
1674430886.3770137,235520,622.9344482421875
1674430886.9541862,237568,625.5841674804688
1674430887.5612535,239616,628.0236206054688
1674430888.1438918,241664,635.8152465820312
1674430888.7370644,243712,638.3626708984375
1674430889.3538973,245760,654.00634765625
1674430889.9602084,247808,659.3968505859375
1674430890.6586845,249856,662.044921875
1674430891.8158104,251904,664.7315673828125
1674430892.8627298,253952,664.7315673828125
1674430893.9217682,256000,670.0116577148438
1674430894.9438634,258048,678.04541015625
1674430895.8445919,260096,690.7988891601562
1674430896.900575,262144,695.8013916015625
1674430897.5770688,264192,710.3263549804688
1674430898.43213,266240,728.7218627929688
1674430899.1482685,268288,737.4335327148438
1674430899.7568474,270336,749.9111938476562
1674430900.3341815,272384,755.883056640625
1674430900.9368012,274432,759.7803344726562
1674430901.5680766,276480,759.7803344726562
1674430902.2926424,278528,761.69482421875
1674430902.9856284,280576,765.4326782226562
1674430903.6146996,282624,765.4326782226562
1674430904.2393277,284672,765.4326782226562
1674430905.003915,286720,764.3663330078125
1674430905.9219904,288768,766.26513671875
1674430906.924467,290816,765.1383056640625
1674430908.1310885,292864,764.7433471679688
1674430909.2740715,294912,766.5875244140625
1674430909.9426014,296960,766.5875244140625
1674430910.5857964,299008,766.5875244140625
1674430911.2648342,301056,768.4163208007812
1674430911.930877,303104,768.4163208007812
1674430912.735245,305152,772.00439453125
1674430913.47524,307200,773.764404296875
1674430914.2006598,309248,780.760498046875
1674430915.0003955,311296,785.7971801757812
1674430915.6535509,313344,787.4765625
1674430916.3609393,315392,789.1115112304688
1674430917.0629618,317440,789.1115112304688
1674430917.7579582,319488,790.719482421875
1674430918.4169126,321536,795.30712890625
1674430919.0935254,323584,804.1467895507812
1674430919.7641006,325632,805.58544921875
1674430920.4045908,327680,811.1984252929688
1674430921.0046847,329728,820.6605224609375
1674430921.6226475,331776,821.1369018554688
1674430922.3808494,333824,828.9277954101562
1674430922.9409647,335872,832.65869140625
1674430923.517937,337920,833.8884887695312
1674430924.17272,339968,836.3155517578125
1674430924.7893255,342016,837.5179443359375
1674430925.779788,344064,839.875
1674430926.44486,346112,839.875
1674430927.0998359,348160,839.875
1674430927.8379464,350208,840.9832153320312
1674430928.5985692,352256,842.0708618164062
1674430929.3314722,354304,843.18310546875
1674430930.138194,356352,847.4751586914062
1674430930.9405313,358400,847.4751586914062
1674430931.6000342,360448,848.5250854492188
1674430932.3695548,362496,848.5250854492188
1674430933.0123777,364544,849.6122436523438
1674430933.7105582,366592,849.6122436523438
1674430934.428051,368640,851.7575073242188
1674430935.1234393,370688,852.8353881835938
1674430935.8778589,372736,855.9567260742188
1674430936.7501419,374784,860.0044555664062
1674430938.1050327,376832,860.9804077148438
1674430939.3067133,378880,861.9481201171875
1674430940.2416673,380928,861.9481201171875
1674430941.2575476,382976,862.9093627929688
1674430942.2515118,385024,865.7642211914062
1674430943.3022745,387072,868.524169921875
1674430943.8612516,389120,870.3033447265625
1674430944.6071508,391168,873.7305297851562
1674430945.2726078,393216,879.4427490234375
1674430945.9056344,395264,884.0494384765625
1674430946.5673673,397312,889.09814453125
1674430947.1648192,399360,891.1836547851562
1674430947.9235,401408,892.5326538085938
1674430948.8663218,403456,893.8531494140625
1674430949.6350822,405504,894.51123046875
1674430950.581802,407552,895.1573486328125
1674430951.4263182,409600,895.8135375976562
1674430952.2631857,411648,895.8135375976562
1674430953.038229,413696,896.4636840820312
1674430953.6395586,415744,897.0939331054688
1674430954.2791944,417792,897.7546997070312
1674430954.913019,419840,900.314208984375
1674430955.544456,421888,900.314208984375
1674430956.1590605,423936,900.9247436523438
1674430956.8109932,425984,900.9247436523438
1674430957.4811149,428032,901.5147094726562
1674430958.4028196,430080,901.5147094726562
1674430959.3039067,432128,902.73388671875
1674430960.4537957,434176,903.3357543945312
1674430961.2685413,436224,904.519775390625
1674430961.9300914,438272,907.4067993164062
1674430962.6116219,440320,907.4067993164062
1674430963.2544692,442368,908.541748046875
1674430963.8938339,444416,908.541748046875
1674430964.6066515,446464,908.541748046875
1674430965.3728228,448512,910.2086791992188
1674430966.4867735,450560,911.8329467773438
1674430967.503168,452608,913.404541015625
1674430968.475838,454656,914.9085693359375
1674430969.2760606,456704,918.716064453125
1674430969.933402,458752,920.949462890625
1674430970.6040518,460800,923.0706176757812
1674430971.4777367,462848,925.09814453125
1674430972.344842,464896,926.2669677734375
1674430973.2808201,466944,927.0317993164062
1674430973.8706462,468992,927.0317993164062
1674430974.483902,471040,927.7736206054688
1674430975.0629563,473088,928.1336669921875
1674430975.6981945,475136,928.1336669921875
1674430976.4426506,477184,928.4754028320312
1674430977.2380698,479232,928.4754028320312
1674430977.8600748,481280,929.1464233398438
1674430978.473953,483328,930.1328735351562
1674430979.0806968,485376,930.4617309570312
1674430979.8262198,487424,930.7763061523438
1674430980.536653,489472,930.7763061523438
1674430981.0817912,491520,930.7763061523438
1674430981.6325874,493568,931.1015014648438
1674430982.23478,495616,931.4246215820312
1674430983.112278,497664,932.0592041015625
1674430984.0467136,499712,932.387451171875
1674430984.6844904,501760,933.65576171875
1674430985.489328,503808,934.2764892578125
1674430986.3625252,505856,934.59033203125
1674430987.062007,507904,934.8992309570312
1674430987.7213275,509952,934.8992309570312
1674430988.341276,512000,935.515625
1674430988.9036822,514048,936.4183349609375
1674430989.4608274,516096,937.5731201171875
1674430990.0204046,518144,937.856201171875
1674430990.5883064,520192,939.4718627929688
1674430991.185089,522240,941.4743041992188
1674430991.864685,524288,942.652099609375
1674430992.49839,526336,944.0150146484375
1674430993.1385214,528384,937.2322387695312
1674430993.7362168,530432,937.81201171875
1674430994.3600137,532480,937.81201171875
1674430994.9518375,534528,938.0974731445312
1674430995.5493255,536576,938.552001953125
1674430996.1640785,538624,938.552001953125
1674430996.7164457,540672,938.552001953125
1674430997.2710705,542720,938.7720336914062
1674430997.8612096,544768,924.314453125
1674430998.4277942,546816,908.63720703125
1674430999.0802128,548864,903.2249145507812
1674430999.684358,550912,903.8464965820312
1674431000.317674,552960,896.0031127929688
1674431001.0753436,555008,888.69677734375
1674431001.754022,557056,852.81884765625
1674431002.5719204,559104,839.6431274414062
1674431003.3766446,561152,820.66552734375
1674431003.9554143,563200,822.099365234375
1674431004.5372465,565248,827.4810791015625
1674431005.071856,567296,817.5781860351562
1674431005.726941,569344,807.08984375
1674431006.2518456,571392,807.08984375
1674431006.792897,573440,801.7189331054688
1674431007.333627,575488,790.0059204101562
1674431007.9031808,577536,793.345703125
1674431008.5223646,579584,799.766357421875
1674431009.0837657,581632,801.3317260742188
1674431009.6849256,583680,807.3881225585938
1674431010.2940772,585728,810.6295166015625
1674431010.8865452,587776,820.2648315429688
1674431011.500958,589824,827.96044921875
1674431012.07427,591872,831.5791625976562
1674431012.6457915,593920,832.7574462890625
1674431013.2122724,595968,833.8997802734375
1674431013.7426279,598016,833.8997802734375
1674431014.283027,600064,833.8997802734375
1674431014.8065166,602112,833.8997802734375
1674431015.7784574,604160,833.8997802734375
1674431016.6309855,606208,833.8997802734375
1674431017.6701703,608256,835.0099487304688
1674431018.3551912,610304,835.0099487304688
1674431018.9912086,612352,835.0099487304688
1674431019.6315393,614400,835.0099487304688
1674431020.214856,616448,836.0850219726562
1674431020.8304255,618496,837.15966796875
1674431021.4080415,620544,839.2461547851562
1674431021.9956036,622592,842.332763671875
1674431022.5840263,624640,845.3024291992188
1674431023.1777508,626688,846.267333984375
1674431023.815876,628736,848.1710815429688
1674431024.3678296,630784,852.7179565429688
1674431024.9492297,632832,856.196044921875
1674431025.4971905,634880,856.196044921875
1674431026.0654173,636928,857.86669921875
1674431026.592196,638976,857.86669921875
1674431027.1307423,641024,861.15771484375
1674431027.694459,643072,862.75048828125
1674431028.2793238,645120,864.3016357421875
1674431028.8394039,647168,867.3350830078125
1674431029.399473,649216,872.3331909179688
1674431029.9472175,651264,877.2408447265625
1674431030.4907448,653312,881.00927734375
1674431031.0916102,655360,882.7979736328125
1674431031.6293027,657408,883.981201171875
1674431032.1705933,659456,884.579833984375
1674431032.7052696,661504,884.579833984375
1674431033.318698,663552,884.579833984375
1674431033.8489845,665600,884.579833984375
1674431034.40507,667648,884.579833984375
1674431034.9778674,669696,884.579833984375
1674431035.5897985,671744,885.209716796875
1674431036.175902,673792,885.209716796875
1674431036.7338178,675840,885.209716796875
1674431037.3921704,677888,885.209716796875
1674431037.93119,679936,885.8878784179688
1674431038.4865634,681984,886.5614624023438
1674431039.131746,684032,887.9193115234375
1674431039.7011545,686080,888.592041015625
1674431040.2407665,688128,890.56396484375
1674431040.8129272,690176,892.487548828125
1674431041.3708482,692224,893.7363891601562
1674431041.9435387,694272,896.1919555664062
1674431042.513579,696320,898.54443359375
1674431043.1180828,698368,899.119140625
1674431043.6879597,700416,899.681884765625
1674431044.2532613,702464,900.2379150390625
1674431044.791791,704512,901.8406372070312
1674431045.6742432,706560,902.8964233398438
1674431046.560362,708608,904.4166259765625
1674431047.5549486,710656,905.8831176757812
1674431048.6182928,712704,909.6188354492188
1674431049.5340805,714752,912.6660766601562
1674431050.442044,716800,914.6838989257812
1674431051.4423637,718848,916.2261962890625
1674431052.3102705,720896,917.3453979492188
1674431053.2145016,722944,917.713134765625
1674431054.169248,724992,917.713134765625
1674431054.8880544,727040,917.713134765625
1674431055.4320188,729088,917.713134765625
1674431056.0499446,731136,917.713134765625
1674431056.5909746,733184,917.713134765625
1674431057.1720538,735232,917.713134765625
1674431057.710685,737280,918.1070556640625
1674431058.2732399,739328,918.1070556640625
1674431058.8842015,741376,918.1070556640625
1674431059.444209,743424,918.4974975585938
1674431060.001177,745472,918.8775634765625
1674431060.584135,747520,918.8775634765625
1674431061.1463158,749568,919.9913330078125
1674431061.7010744,751616,920.711669921875
1674431062.2607663,753664,922.1268920898438
1674431062.8034003,755712,922.8123168945312
1674431063.3422852,757760,923.4824829101562
1674431064.1490245,759808,924.7969360351562
1674431064.8345728,761856,925.7684326171875
1674431065.5879807,763904,925.7684326171875
1674431066.451269,765952,926.3968505859375
1674431067.1308584,768000,927.0225830078125
1674431067.779656,770048,927.6404418945312
1674431068.449043,772096,928.847412109375
1674431069.0761395,774144,929.1402587890625
1674431069.6994052,776192,930.9124755859375
1674431070.4190347,778240,933.6807861328125
1674431071.1387095,780288,934.9642944335938
1674431071.7941096,782336,936.1972045898438
1674431072.4612565,784384,936.82177734375
1674431073.0804029,786432,937.056396484375
1674431073.7052493,788480,937.056396484375
1674431074.2654233,790528,937.056396484375
1674431074.8044772,792576,937.056396484375
1674431075.684912,794624,937.056396484375
1674431076.5167754,796672,937.056396484375
1674431077.5793667,798720,937.056396484375
1674431078.18116,800768,937.2650756835938
1674431078.7431145,802816,937.2650756835938
1674431079.302863,804864,937.2650756835938
1674431079.877142,806912,937.04296875
1674431080.4426625,808960,937.04296875
1674431080.9880779,811008,936.5938110351562
1674431081.5365841,813056,935.1507568359375
1674431082.08776,815104,934.1200561523438
1674431082.6258168,817152,934.1200561523438
1674431083.199304,819200,934.0950927734375
1674431083.7523253,821248,934.2185668945312
1674431084.3681278,823296,934.366943359375
1674431084.9346714,825344,934.5338134765625
1674431085.5395143,827392,934.5338134765625
1674431086.2125015,829440,934.989501953125
1674431086.8249688,831488,935.4165649414062
1674431087.4592855,833536,935.837890625
1674431088.0742764,835584,936.65869140625
1674431088.6728349,837632,936.8572387695312
1674431089.2655826,839680,937.6630249023438
1674431089.8706796,841728,939.2028198242188
1674431090.4793475,843776,940.6287231445312
1674431091.0890014,845824,941.4586181640625
1674431091.6201408,847872,941.9285888671875
1674431092.171529,849920,942.0848999023438
1674431092.6906133,851968,942.2393798828125
1674431093.276996,854016,942.2393798828125
1674431093.850486,856064,942.2393798828125
1674431094.4942482,858112,942.2393798828125
1674431095.099975,860160,942.2393798828125
1674431095.6819446,862208,942.1669311523438
1674431096.300837,864256,942.1669311523438
1674431096.8409894,866304,941.7245483398438
1674431097.3778877,868352,940.7288208007812
1674431097.9338062,870400,939.0009155273438
1674431098.480299,872448,936.5508422851562
1674431099.0328176,874496,936.761962890625
1674431099.579054,876544,936.761962890625
1674431100.2463634,878592,936.761962890625
1674431100.843566,880640,936.9667358398438
1674431101.4328644,882688,937.2726440429688
1674431102.280458,884736,937.4593505859375
1674431103.127009,886784,938.2334594726562
1674431103.689981,888832,938.543212890625
1674431104.477675,890880,938.3751831054688
1674431105.0913045,892928,938.5310668945312
1674431106.0520208,894976,938.5310668945312
1674431107.1480732,897024,936.8075561523438
1674431108.1097066,899072,933.9977416992188
1674431108.6950479,901120,929.6412353515625
1674431109.2422276,903168,929.4763793945312
1674431109.7938294,905216,930.2781372070312
1674431110.330083,907264,931.4593505859375
1674431110.9294155,909312,931.5576782226562
1674431111.519639,911360,932.0814208984375
1674431112.0898225,913408,932.3375244140625
1674431112.6701212,915456,932.3375244140625
1674431113.3250332,917504,932.3375244140625
1674431113.9779034,919552,932.3375244140625
1674431114.51924,921600,932.3375244140625
1674431115.0444026,923648,932.3375244140625
1674431115.561398,925696,932.3375244140625
1674431116.0827947,927744,932.5497436523438
1674431116.61729,929792,932.7498168945312
1674431117.1615357,931840,932.9157104492188
1674431117.7098844,933888,933.4019775390625
1674431118.3028984,935936,933.8532104492188
1674431118.9031124,937984,934.1453247070312
1674431119.4529262,940032,934.2899780273438
1674431119.9991572,942080,934.2899780273438
1674431120.5446608,944128,934.4049072265625
1674431121.1133869,946176,934.5245361328125
1674431121.6537414,948224,934.6526489257812
1674431122.2094839,950272,935.1834106445312
1674431122.7549076,952320,935.4998168945312
1674431123.3063874,954368,935.4998168945312
1674431124.0395558,956416,935.7069702148438
1674431124.668414,958464,935.7069702148438
1674431125.4442818,960512,936.23388671875
1674431126.202233,962560,936.8536987304688
1674431126.7917223,964608,937.5113525390625
1674431127.3809705,966656,937.9583740234375
1674431127.9371674,968704,938.6259155273438
1674431128.4901514,970752,939.1830444335938
1674431129.0964267,972800,939.5140380859375
1674431129.7299356,974848,939.7324829101562
1674431130.3398395,976896,939.9513549804688
1674431130.9456053,978944,939.9513549804688
1674431131.5515482,980992,939.9513549804688
1674431132.1336195,983040,939.9513549804688
1674431132.7338638,985088,939.9513549804688
1674431133.3383994,987136,939.9513549804688
1674431134.0337758,989184,939.9513549804688
1674431134.6209605,991232,940.043212890625
1674431135.2951899,993280,940.1434936523438
1674431136.1924112,995328,940.1434936523438
1674431137.0785265,997376,940.41064453125
1674431138.1720512,999424,941.0167236328125
1674431138.7902064,1001472,941.2405395507812
1674431139.3998177,1003520,941.3697509765625
1674431139.9915698,1005568,941.3697509765625
1674431140.5688338,1007616,941.505615234375
1674431141.141813,1009664,941.505615234375
1674431141.742729,1011712,941.6101684570312
1674431142.2670448,1013760,942.1018676757812
1674431142.8112886,1015808,942.5816650390625
1674431143.3371549,1017856,941.8990478515625
1674431143.863383,1019904,942.0851440429688
1674431144.386711,1021952,942.2659912109375
1674431144.935263,1024000,942.44091796875
